HASTUS_ID,TRANSLINK_ID,DESCRIPTION,STREET_NAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT
1465,302733,Stephenson Street - 32,Stephenson St,Bowman Pde,"497,814.30","6,963,093.60",-27.455667,152.97788,BARDON,Regular,Y,Medium,Easy,Easy,20/02/2011 0:00
1467,302734,Dawn Street - 31,Dawn St,Moonya St,"497,898.80","6,963,285.60",-27.453934,152.978736,BARDON,Regular,Y,, , ,13/04/2007 0:00
1468,302725,Dawn Street - 31,Dawn St,Moonya St,"497,911.10","6,963,285.10",-27.453938,152.97886,BARDON,Regular,Y,Medium,Hard,Easy,19/11/2010 0:00
1469,302735,Dawn Street - 30,Dawn St,Sunrise St,"497,921.70","6,963,430.80",-27.452623,152.978968,BARDON,Regular with seat,Y,, ,Easy,30/03/2012 0:00
1470,302724,Dawn Street - 30,Dawn St,Sunrise St,"497,930.40","6,963,440.20",-27.452538,152.979056,BARDON,Intermediate,Y,,Easy,Medium,13/04/2007 0:00
1472,302744,Lewin Street - 25,Lewin St,Empress Tce,"498,423.70","6,963,164.90",-27.455024,152.984048,BARDON,Regular with seat,Y,Hard,Medium,Easy,28/06/2011 0:00
1473,302713,Lewin Street - 25,Lewin St,Empress Tce,"498,453.40","6,963,140.10",-27.455248,152.984348,BARDON,Regular with seat,Y,,Medium,Easy,31/07/2011 0:00
1475,302712,Lewin Street - 24,Lewin St,Empress Tce,"498,411.70","6,963,320.10",-27.453623,152.983926,BARDON,Regular,Y,Medium,Easy,Hard,31/07/2011 0:00
1478,302747,Fletcher Parade - 21,Fletcher Pde,Leslie St,"498,451.00","6,963,768.30",-27.449577,152.984325,BARDON,Regular with seat,Y,,Easy,Medium,20/02/2011 0:00
1479,302709,Fletcher Parade - 21,Fletcher Pde,Beatrice St,"498,458.80","6,963,757.60",-27.449673,152.984404,BARDON,Regular,Y,Medium,Medium,Easy,19/11/2010 0:00
1480,302708,Leslie Street - 19/20,Leslie St,Glenda St,"498,601.60","6,963,775.90",-27.449508,152.985849,BARDON,Regular,Y,Hard,Easy,Hard,19/11/2010 0:00
1481,302748,Leslie Street - 20/19,Leslie St,Glenda St,"498,637.90","6,963,782.20",-27.449451,152.986216,BARDON,Regular with seat,Y,,Easy,Easy,13/04/2007 0:00
1482,302749,Leslie Street - 18,Leslie St,Jubilee Tce,"498,833.10","6,963,751.60",-27.449728,152.988191,BARDON,Intermediate,N,Medium,Hard,Hard,13/04/2007 0:00
1483,302707,Leslie Street - 18,Leslie St,Jubilee Tce,"498,844.00","6,963,737.80",-27.449853,152.988302,BARDON,Regular,Y,,Hard,Medium,19/11/2010 0:00
1484,302710,Lewin Street - 22,Lewin St,Beatrice St,"498,463.20","6,963,669.90",-27.450465,152.984448,BARDON,Regular with seat,N,,Medium,Hard,13/04/2007 0:00
1485,302783,Elimatta Drive  - 19,Waterworks Rd,The Crescent,"498,759.80","6,964,167.50",-27.445973,152.98745,ASHGROVE,Intermediate,N,Medium,Easy,Hard,17/04/2007 0:00
1486,302854,Elimatta Drive - 19,Waterworks Rd,The Crescent,"498,776.70","6,964,189.50",-27.445775,152.987621,ASHGROVE,Intermediate,Y,Medium,Easy,Medium,17/04/2007 0:00
1487,302853,Hibiscus Avenue - 20,Waterworks Rd,Hibiscus Av,"498,492.90","6,964,091.20",-27.446662,152.984749,ASHGROVE,Intermediate,N,, , ,17/04/2007 0:00
1488,302784,Hibiscus Avenue - 20,Waterworks Rd,Killawarra Rd,"498,438.60","6,964,024.90",-27.44726,152.984199,ASHGROVE,Intermediate,Y,Medium,Medium,Medium,17/04/2007 0:00
1490,302851,Myagh Road - 23/22,Waterworks Rd,Haig St,"498,164.30","6,963,953.40",-27.447905,152.981424,ASHGROVE,Intermediate,N,,Medium,Medium,17/04/2007 0:00
1492,302786,Theale Terrace - 23,Waterworks Rd,Theale Tce,"497,976.20","6,963,902.90",-27.448361,152.97952,ASHGROVE,Intermediate,Y,Medium,Easy,Easy,17/04/2007 0:00
1493,303033,Oakleigh Primary - Tweed St,Tweed St,Victoria St,"498,600.20","6,965,377.50",-27.435049,152.985836,ASHGROVE, , ,Medium, , ,11/05/2007 0:00
1494,302787,West Ashgrove  Waterworks Road,Waterworks Rd,Coopers Camp Rd,"497,819.80","6,963,808.00",-27.449218,152.977937,ASHGROVE,Intermediate,Y,Hard,Easy,Easy,17/04/2007 0:00
1496,302737,West Ashgrove  Coopers Camp Road,Coopers Camp Rd,Waterworks Rd,"497,760.60","6,963,849.00",-27.448847,152.977338,ASHGROVE,Intermediate,Y,Hard,Easy,Medium,13/04/2007 0:00
1500,302736,West Ashgrove  Coopers Camp Road,Coopers Camp Rd,Waterworks Rd,"497,755.60","6,963,780.00",-27.44947,152.977287,ASHGROVE,Intermediate,Y,,Easy,Medium,13/04/2007 0:00
1501,302738,Coopers Camp Road - 36A,Coopers Camp Rd,Kinkade Av,"497,770.90","6,963,702.40",-27.450171,152.977442,ASHGROVE,Regular with seat,Y,Medium,Easy, ,20/02/2011 0:00
1503,302789,Firhill Street - 26,Waterworks Rd,Firhill St,"497,227.70","6,963,909.70",-27.448298,152.971946,ASHGROVE,Intermediate,Y,,Easy,Easy,17/04/2007 0:00
1504,302844,Firhill Street - 26,Waterworks Rd,Firhill St,"497,232.40","6,963,927.80",-27.448135,152.971993,ASHGROVE,Intermediate,Y,Easy,Easy,Easy,17/04/2007 0:00
1505,302849,Monoplane Street - 25,Waterworks Rd,Monoplane St,"497,527.30","6,963,930.70",-27.448109,152.974977,ASHGROVE,Intermediate,Y,Hard,Hard,Easy,17/04/2007 0:00
1506,302788,Monoplane Street - 25,Waterworks Rd,Monoplane St,"497,476.60","6,963,921.90",-27.448189,152.974464,ASHGROVE,Intermediate,Y,,Hard,Easy,17/04/2007 0:00
1507,302850,West Ashgrove  Glory Street,Glory St,Woonga Dr,"497,871.00","6,963,931.10",-27.448106,152.978456,ASHGROVE,Intermediate,Y,Medium,Easy,Easy,17/04/2007 0:00
1511,302696,Grevillea Road - 39B,Grevillea Rd,Glenlyon Dr,"497,949.00","6,964,551.10",-27.442509,152.979246,ASHGROVE,Regular,Y,,Easy,Easy,19/01/2012 0:00
1512,302693,Grevillea Road - 39B,Grevillea Rd,Glenlyon Dr,"498,010.00","6,964,537.00",-27.442636,152.979863,ASHGROVE,Regular,Y,,Easy,Medium,19/11/2010 0:00
1513,302697,Girraween Grove - 39A,Girraween Cr,Oleander Dr,"498,356.10","6,964,526.00",-27.442736,152.983365,ASHGROVE,Intermediate,Y,,Easy,Easy,13/04/2007 0:00
1514,302692,Girraween Grove - 39A,Girraween Cr,Oleander Dr,"498,377.20","6,964,520.50",-27.442786,152.983579,ASHGROVE,Regular,N,Medium, , ,13/04/2007 0:00
1515,302847,Laird Street - 25C,Laird St,Buckingham St,"497,324.70","6,964,240.10",-27.445316,152.972928,ASHGROVE,Intermediate,N,, , ,28/07/2008 0:00
1517,302848,Royal Parade - 26,Royal Pde,Gresham St,"497,490.10","6,964,045.60",-27.447072,152.974601,ASHGROVE,Intermediate,Y,, , ,17/04/2007 0:00
1518,302845,Gresham Street - 25A,Gresham St,Royal Pde,"497,428.20","6,964,063.00",-27.446915,152.973975,ASHGROVE,Regular with seat,N,Medium, , ,17/04/2007 0:00
1519,302846,Piddington Street - 25B,Piddington St,Laird St,"497,369.00","6,964,130.20",-27.446308,152.973376,ASHGROVE,Intermediate,Y,Medium,Hard,Easy,19/11/2010 0:00
1520,302690,Arinya Road - 38,Arinya Rd,Moola Rd,"498,137.30","6,964,945.90",-27.438945,152.981152,ASHGROVE,Regular with seat,N,Medium,Medium,Hard,13/04/2007 0:00
1521,302700,Arinya Road - 38,Arinya Rd,Moola Rd,"498,108.70","6,964,938.80",-27.439009,152.980863,ASHGROVE,Intermediate,Y,,Medium,Hard,13/04/2007 0:00
1523,302699,Arinya Road - 39,Arinya Rd,Mirrabooka Rd,"498,364.90","6,964,772.00",-27.440515,152.983455,ASHGROVE,Intermediate,Y,,Easy,Medium,13/04/2007 0:00
1525,302701,Frasers Road - 37,Frasers Rd,Nimmo Rd,"498,204.90","6,965,074.20",-27.437787,152.981836,ASHGROVE,Intermediate,Y,Medium,Easy,Hard,13/04/2007 0:00
1526,302689,Frasers Road - 37,Frasers Rd,Nimmo Rd,"498,203.50","6,965,060.20",-27.437913,152.981822,ASHGROVE,Intermediate,N,Medium,Easy,Medium,13/04/2007 0:00
1527,302688,Canberra Drive - 36,Canberra Dr,Frasers Rd,"498,359.50","6,965,072.90",-27.437799,152.9834,ASHGROVE,Regular with seat,Y,,Easy, ,15/03/2011 0:00
1528,302703,Canberra Drive - 36,Canberra Dr,Frasers Rd,"498,354.00","6,965,133.10",-27.437255,152.983345,ASHGROVE,Intermediate,Y,Medium,Easy,Easy,13/04/2007 0:00
1533,307221,Victoria Street - 34,Victoria St,Tweed St,"498,596.80","6,965,458.00",-27.434322,152.985802,ASHGROVE,Intermediate,Y,Medium,Medium,Easy,13/04/2007 0:00
1535,302687,Canberra Drive - 35,Canberra Dr,Tweed St,"498,391.80","6,965,358.90",-27.435217,152.983728,ASHGROVE,Regular with seat,Y,Medium,Hard,Easy,19/03/2012 0:00
1536,302704,Canberra Drive - 35,Canberra Dr,Tweed St,"498,381.40","6,965,373.00",-27.435089,152.983622,ASHGROVE,Regular with seat,N,Medium, , ,13/04/2007 0:00
1540,303515,Mandalay - 44,Fig Tree Pocket Rd,Nearco St,"496,937.00","6,953,681.90",-27.540634,152.968978,FIG TREE POCKET,Intermediate,Y,Medium,Hard,Easy,31/07/2011 0:00
1542,303517,Fig Tree Pocket Road - 41A,Fig Tree Pocket Rd,Serene Pl,"496,556.90","6,954,334.90",-27.534738,152.96513,FIG TREE POCKET,Regular,Y,Medium,Easy,Easy,28/06/2011 0:00
1543,303513,Fig Tree Pocket Road - 41A,Fig Tree Pocket Rd,Serene Pl,"496,578.90","6,954,318.40",-27.534887,152.965353,FIG TREE POCKET,Regular,Y,Medium,Easy,Medium,11/04/2007 0:00
1547,303519,Gunnin Street - 41,Gunnin St,Fig Tree Pocket Rd,"496,422.90","6,954,799.40",-27.530544,152.963774,FIG TREE POCKET,Regular,Y,Medium,Easy,Medium,31/07/2011 0:00
1554,303511,Cubberla Street  - 40,Fig Tree Pocket Rd,Cubberla St,"496,173.60","6,954,935.70",-27.529313,152.96125,FIG TREE POCKET,Regular,Y,Medium,Easy,Hard,31/07/2011 0:00
1557,303523,Thiesfield Street  - 38,Fig Tree Pocket Rd,Thiesfield St,"495,875.50","6,955,261.90",-27.526367,152.958233,FIG TREE POCKET,Intermediate,Y,Hard,Medium,Easy,11/04/2007 0:00
1558,303510,Thiesfield Street  - 38,Fig Tree Pocket Rd,Thesfield St,"495,889.90","6,955,261.20",-27.526373,152.958378,FIG TREE POCKET,Regular,Y,,Medium,Hard,27/03/2011 0:00
1559,303568,Kate Street - 30,Kate St,Boundary Rd,"496,479.10","6,957,241.60",-27.508496,152.964351,INDOOROOPILLY,Regular with seat,N,Hard,Medium,Easy,11/04/2007 0:00
1560,303496,Kate Street - 30,Kate St,Boundary Rd,"496,495.10","6,957,251.70",-27.508405,152.964513,INDOOROOPILLY,Intermediate,Y,Hard,Medium,Medium,11/04/2007 0:00
1562,303567,Jerrang Street - 31,Jerrang St,Janiba St,"496,243.50","6,957,004.70",-27.510634,152.961965,INDOOROOPILLY,Regular with seat,Y,,Medium,Easy,11/04/2007 0:00
1563,303501,Jerrang Street - 32,Jerrang St,Market St,"496,009.10","6,956,919.20",-27.511405,152.959591,INDOOROOPILLY,Regular,Y,Hard, ,Easy,11/04/2007 0:00
1564,303566,Jerrang Street - 32,Jerrang St,Market St,"495,965.90","6,956,931.00",-27.511299,152.959154,INDOOROOPILLY,Intermediate,N,Medium,Easy,Easy,11/04/2007 0:00
1565,303502,Fig Tree Pocket Road - 32A,Fig Tree Pocket Rd,Henry St,"495,560.50","6,957,072.30",-27.510022,152.955049,CHAPEL HILL,Regular with seat,Y,Medium,Medium,Medium,11/04/2007 0:00
1570,303506,Fig Tree Pocket Road - 34,Fig Tree Pocket Rd,Western Hwy,"495,503.40","6,956,501.50",-27.515175,152.954469,CHAPEL HILL,Regular with seat,Y,Medium,Hard,Easy,11/04/2007 0:00
1571,303492,Fig Tree Pocket  Centenary Highway,Fig Tree Pocket Rd,Centenary Hwy,"495,620.60","6,956,455.60",-27.515589,152.955656,INDOOROOPILLY,Intermediate,Y,Hard,Easy,Easy,11/04/2007 0:00
1573,303563,Fig Tree Pocket Road - 35,Fig Tree Pocket Rd,Aylesbury St,"495,621.40","6,955,983.90",-27.519848,152.955662,FIG TREE POCKET,Intermediate,Y,Medium,Hard,Medium,31/07/2011 0:00
1575,303562,Fig Tree Pocket Road - 36,Fig Tree Pocket Rd,Sprenger St,"495,698.90","6,955,728.70",-27.522152,152.956446,FIG TREE POCKET,Regular with seat,Y,Medium,Easy,Easy,31/07/2011 0:00
1576,303561,Fig Tree Pocket Road - 37,Fig Tree Pocket Rd,Errogie Pl,"495,675.40","6,955,517.20",-27.524061,152.956207,FIG TREE POCKET,Intermediate,N,Medium,Easy,Easy,11/04/2007 0:00
1577,303509,Fig Tree Pocket Road - 37,Fig Tree Pocket Rd,Errogie Pl,"495,674.40","6,955,478.30",-27.524413,152.956197,FIG TREE POCKET,Regular,N,Hard,Hard,Medium,11/04/2007 0:00
1579,303569,Witton Road - 29,Witton Rd,Kate St,"496,467.60","6,957,433.90",-27.50676,152.964235,INDOOROOPILLY,Regular with seat,N,,Easy,Medium,11/04/2007 0:00
1581,303570,Witton Road - 28A,Witton Rd,Rennes Rd,"496,283.80","6,957,465.60",-27.506473,152.962374,INDOOROOPILLY,Intermediate,Y,,Hard,Hard,30/07/2008 0:00
1582,303494,Witton Road - 28A,Witton Rd,Market St,"496,254.90","6,957,485.00",-27.506298,152.962081,INDOOROOPILLY,Regular,N,Medium,Easy,Easy,11/04/2007 0:00
1584,303485,Chapel Hill  Moggill Road,Moggill Rd,Market St,"496,144.00","6,957,604.10",-27.505222,152.960959,CHAPEL HILL,Intermediate,Y,Medium,Easy,Easy,24/05/2010 0:00
1585,303486,Kennewell Park - 29,Moggill Rd,Quentin St,"495,935.60","6,957,394.50",-27.507114,152.958848,CHAPEL HILL,Intermediate,Y,Medium,Medium,Easy,11/04/2007 0:00
1587,303488,Fig Tree Pocket Road - 31,Moggill Rd,Bredden St,"495,496.10","6,957,236.00",-27.508544,152.954398,CHAPEL HILL,Intermediate,N,Medium,Hard,Easy,11/04/2007 0:00
1588,303464,Fig Tree Pocket Road - 31,Moggill Rd,Fig Tree Pocket Rd,"495,528.80","6,957,269.40",-27.508242,152.954729,CHAPEL HILL,Intermediate,Y,Medium,Hard,Easy,28/02/2011 0:00
1589,303465,Alkira  Moggill Road,Moggill Rd,Ashburton St,"495,701.30","6,957,334.20",-27.507658,152.956476,CHAPEL HILL,Intermediate,Y,Medium,Medium,Medium,10/04/2007 0:00
1590,303466,Kennewell Park - 29,Moggill Rd,Quentin St,"495,972.40","6,957,458.70",-27.506535,152.959221,CHAPEL HILL,Intermediate,Y,Medium,Medium,Medium,10/04/2007 0:00
1591,303467,Chapel Hill  Moggill Road,Moggill Rd,Market St,"496,125.30","6,957,621.30",-27.505067,152.96077,CHAPEL HILL,Intermediate,Y,Medium,Medium,Hard,10/04/2007 0:00
1592,303887,Indooroopilly School  Moggill Road,Moggill Rd,Russell Tce,"496,708.70","6,958,171.30",-27.500103,152.966678,INDOOROOPILLY,Intermediate,Y,,Easy,Medium,18/04/2007 0:00
1593,303886,Indooroopilly School  Moggill Road,Moggill Rd,Woodville St,"496,735.50","6,958,153.60",-27.500263,152.966949,INDOOROOPILLY,Intermediate,N,,Easy, ,18/04/2007 0:00
1599,303444,Burbong East ,Burbong St,Kimba St,"495,921.10","6,957,973.50",-27.501887,152.958703,CHAPEL HILL,Intermediate,N,Easy,Easy,Medium,10/04/2007 0:00
1600,303445,Burbong Street - 9C,Burbong St,Moggill Rd,"496,178.00","6,957,715.40",-27.504218,152.961304,CHAPEL HILL,Intermediate,N,Medium,Hard,Hard,10/04/2007 0:00
1604,303932,Chelmer  Honour Avenue,Honour Av,Hurlton St,"497,277.10","6,956,897.10",-27.511608,152.97243,CHELMER,Intermediate,N,Easy,Easy,Medium,19/04/2007 0:00
1605,303927,Chelmer  Honour Avenue,Honour Av,Hurlton St,"497,291.30","6,956,901.00",-27.511573,152.972574,CHELMER,Intermediate,N,Easy,Easy,Hard,19/04/2007 0:00
1606,303928,Graceville  Honour Avenue,Honour Av,Verney Rd,"497,590.30","6,955,919.10",-27.520438,152.975599,GRACEVILLE,Intermediate,Y,Hard,Easy,Hard,19/04/2007 0:00
1607,303931,Graceville  Honour Avenue,Honour Av,Verney Rd,"497,574.00","6,955,922.00",-27.520412,152.975434,GRACEVILLE,Intermediate,Y,Easy,Medium,Easy,19/04/2007 0:00
1608,307518,Kingfisher Creek I/B,Deshon St,Railway St,"504,383.90","6,959,037.40",-27.492281,153.044381,WOOLLOONGABBA,Intermediate,Y,,Easy,Medium,4/05/2012 0:00
1609,307519,Kingfisher Creek O/B,Deshon St,Norman St,"504,327.10","6,959,063.00",-27.49205,153.043806,WOOLLOONGABBA,Intermediate,Y,,Easy,Easy,4/05/2012 0:00
1610,307507,Metroplex South,Metroplex Av,Terrace Pl,"509,779.50","6,963,184.30",-27.454815,153.09897,MURARRIE,Regular,Y,,Hard,Medium,4/01/2012 0:00
1611,303930,Sherwood Forest  Honour Avenue,Honour Av,Bentinick St,"497,825.80","6,955,315.90",-27.525884,152.977983,SHERWOOD,Intermediate,Y,Hard,Medium,Hard,19/04/2007 0:00
1612,303929,Sherwood Forest  Honour Avenue,Honour Av,Bentinick St,"497,850.70","6,955,286.90",-27.526146,152.978235,SHERWOOD,Intermediate,N,Medium, , ,19/04/2007 0:00
1613,303935,Graceville State School - 50,Oxley Road,Acacia Av,"497,872.00","6,956,150.00",-27.518354,152.978452,GRACEVILLE,Intermediate,Y,,Easy,Easy,19/04/2007 0:00
1614,303984,Graceville State School - 50,Oxley Rd,Acacia av,"497,835.10","6,956,205.30",-27.517854,152.978078,GRACEVILLE,Intermediate,Y,,Easy,Easy,19/04/2007 0:00
1615,303963,Oxley-Graceville - 49B,Oxley Rd,Evadne St,"498,023.00","6,955,730.70",-27.522139,152.97998,GRACEVILLE,Regular with seat,Y,Hard, , ,19/04/2007 0:00
1616,303983,Oxley-Graceville - 49B,Oxley Rd,Evadne St,"498,003.90","6,955,736.50",-27.522087,152.979787,GRACEVILLE,Regular with seat,Y,Medium,Easy,Easy,18/05/2012 0:00
1617,303964,Graceville Fiveways - 50,Oxley Rd,Allardyce St,"498,100.70","6,955,515.60",-27.524081,152.980767,GRACEVILLE,Intermediate,Y,,Easy,Easy,19/04/2007 0:00
1618,303982,Graceville Fiveways - 50,Oxley Rd,Allardyce St,"498,083.50","6,955,516.10",-27.524077,152.980593,GRACEVILLE,Intermediate,N,Medium,Easy,Easy,19/04/2007 0:00
1619,303974,Plumer Street - 53,Plumer St,Tainton St,"498,651.10","6,955,048.50",-27.528299,152.98634,SHERWOOD,Regular with seat,N,,Medium,Easy,19/04/2007 0:00
1620,303979,Plumer Street - 53,Plumer St,Tainton St,"498,658.80","6,955,034.90",-27.528422,152.986418,SHERWOOD,Regular with seat,N,Hard, , ,19/04/2007 0:00
1621,303976,Long Street East - 51,Long St,McDougall St,"498,348.40","6,955,379.90",-27.525307,152.983275,GRACEVILLE,Intermediate,N,Hard,Easy,Hard,19/04/2007 0:00
1622,303977,Long Street East - 51,Long St,McDougall St,"498,356.10","6,955,390.80",-27.525208,152.983353,GRACEVILLE,Regular with seat,Y,Hard,Easy,Easy,18/05/2012 0:00
1623,303978,Haldane Street - 52,Long St,Haldane St,"498,686.50","6,955,336.60",-27.525698,152.986699,GRACEVILLE,Regular with seat,Y,Easy,Medium,Hard,19/04/2007 0:00
1624,303975,Haldane Street - 52,Long St,Tainton St,"498,718.10","6,955,319.30",-27.525854,152.987019,GRACEVILLE,Intermediate,Y,,Medium,Easy,19/04/2007 0:00
1625,303937,Graceville-Oxley - 48,Graceville Av,Oxley Rd,"498,047.40","6,955,777.30",-27.521719,152.980227,GRACEVILLE,Intermediate,Y,,Easy,Easy,20/03/2010 0:00
1626,303961,Graceville-Oxley - 48,Graceville Av,Oxley Rd,"498,054.00","6,955,762.00",-27.521857,152.980294,GRACEVILLE,Intermediate,Y,,Easy,Medium,19/04/2007 0:00
1627,303938,Graceville-Errol - 47,Graceville Av,Erroll St,"498,429.40","6,955,713.90",-27.522292,152.984096,GRACEVILLE,Intermediate,Y,,Easy,Easy,19/04/2007 0:00
1628,303960,Graceville-Errol - 47,Graceville Av,Erroll St,"498,365.80","6,955,710.00",-27.522327,152.983452,GRACEVILLE,Intermediate,Y,Medium,Easy,Medium,19/04/2007 0:00
1629,303939,Graceville Avenue - 46,Graceville Av,Erroll St,"498,586.40","6,955,687.20",-27.522533,152.985685,GRACEVILLE,Regular with seat,Y,Medium,Medium,Hard,19/04/2007 0:00
1630,303959,Graceville Avenue - 46,Graceville Av,Erroll St,"498,568.80","6,955,676.00",-27.522634,152.985507,GRACEVILLE,Regular with seat,Y,,Easy,Easy,19/04/2007 0:00
1631,303940,Riverside Village - 45,Graceville Av,Luke St,"498,869.90","6,955,639.30",-27.522966,152.988556,GRACEVILLE,Intermediate,Y,Medium,Easy,Medium,30/07/2008 0:00
1632,303958,Riverside Village - 45,Graceville Av,Gamble St,"498,786.70","6,955,639.00",-27.522968,152.987714,GRACEVILLE,Intermediate,Y,,Easy,Hard,19/04/2007 0:00
1633,303941,Graceville-Nadine - 44,Graceville Av,Luke St,"499,038.20","6,955,611.30",-27.523218,152.99026,GRACEVILLE,Intermediate,N,Medium,Easy,Easy,19/04/2007 0:00
1634,303957,Graceville-Nadine - 44,Graceville Av,Luke St,"499,038.70","6,955,597.00",-27.523348,152.990265,GRACEVILLE,Regular with seat,N,Hard,Easy,Easy,19/04/2007 0:00
1642,307509,Miller Street,Creek Rd,Miller St,"509,706.50","6,962,591.80",-27.460164,153.098236,MURARRIE,Regular,Y,Easy,Medium,Easy,4/01/2012 0:00
1643,307508,Miller Street,Creek Rd,Miller St,"509,659.60","6,962,613.30",-27.459971,153.097761,MURARRIE,Regular,Y,,Medium,Medium,4/01/2012 0:00
1650,303638,Castile Street - 41,Harts Rd,Castle St,"499,084.30","6,956,996.20",-27.510716,152.990728,INDOOROOPILLY,Intermediate,N,Medium,Easy,Medium,12/04/2007 0:00
1654,303654,Thomas Park - 39,Harts Rd,Glencairn Av,"498,607.80","6,957,147.50",-27.509349,152.985904,INDOOROOPILLY,Regular,Y,,Easy,Medium,12/04/2007 0:00
1656,303653,Marston Avenue - 38,Harts Rd,marston Av,"498,416.70","6,957,375.10",-27.507294,152.983969,INDOOROOPILLY,Regular with seat,Y,,Easy,Easy,12/04/2007 0:00
1658,303642,Lutheran College - 37,Harts Rd,Graham St,"498,313.10","6,957,479.30",-27.506354,152.98292,INDOOROOPILLY,Regular with seat,Y,Hard,Hard,Easy,12/04/2007 0:00
1659,303652,Lutheran College - 37,Harts Rd,Dennis St,"498,242.60","6,957,584.90",-27.5054,152.982207,INDOOROOPILLY,Regular,Y,Medium,Medium,Medium,12/04/2007 0:00
1662,303922,Lambert/Central - 35,Lambert Rd,Central Av,"497,897.90","6,957,755.00",-27.503864,152.978717,INDOOROOPILLY,Regular with seat,N,,Easy,Easy,18/04/2007 0:00
1663,303921,Lambert Road - 35,Lambert Rd,Central Av,"497,788.30","6,957,786.20",-27.503582,152.977607,INDOOROOPILLY,Intermediate,Y,Hard,Easy,Medium,18/04/2007 0:00
1664,303924,Indooroopilly Station  Coonan Street,Coonan St,Station Rd,"497,558.90","6,957,808.40",-27.503381,152.975285,INDOOROOPILLY,Intermediate,Y,Hard,Easy,Hard,18/04/2007 0:00
1665,303925,Indooroopilly Station  Coonan Street,Coonan St,Station Rd,"497,517.10","6,957,791.20",-27.503537,152.974862,INDOOROOPILLY,Regular with seat,Y,Medium,Easy,Medium,18/04/2007 0:00
1666,303923,Clarence Road - 36,Clarence Rd,Railway Av,"497,726.20","6,957,844.00",-27.50306,152.976979,INDOOROOPILLY,Premium,Y,Medium,Easy,Easy,20/07/2012 0:00
1670,303926,Coonan Street - 21,Coonan St,Belgrave Rd,"497,599.30","6,958,244.00",-27.499449,152.975695,INDOOROOPILLY,Intermediate,N,Hard,Hard,Easy,19/04/2007 0:00
1674,300731,McPherson Park - 56,McPherson Rd,Edenbrooke Dr,"495,178.80","6,952,931.60",-27.547402,152.951168,SINNAMON PARK,Regular with seat,Y,,Easy,Medium,20/03/2010 0:00
1676,303885,Rylatt Street - 25,Moggill Rd,Rylatt St,"496,994.80","6,958,354.70",-27.498448,152.969575,INDOOROOPILLY,Regular with seat,Y,Medium,Easy,Easy,30/05/2011 0:00
1678,303888,Moggill Rd for Indooroopilly - 25,Moggill Rd,Station Rd,"497,014.10","6,958,394.60",-27.498088,152.96977,INDOOROOPILLY,Intermediate,N,,Hard,Easy,18/04/2007 0:00
1681,303624,Swan/Clarence - 29,Swann Rd,Kings Rd,"497,980.10","6,958,672.80",-27.495578,152.979551,TARINGA,Intermediate,Y,Medium,Hard,Medium,12/04/2007 0:00
1682,303622,Swann/Clarence - 29,Swann Rd,Clarence Rd,"497,946.60","6,958,682.60",-27.49549,152.979212,TARINGA,Regular with seat,Y,Medium, ,Easy,12/04/2007 0:00
1683,303625,Swann Road - 28,Swann Rd,Princess St,"498,078.50","6,958,595.00",-27.496281,152.980547,TARINGA,Regular with seat,Y,Medium,Easy,Medium,12/04/2007 0:00
1684,303621,Swann Road - 28,Swann Rd,Princess St,"498,064.90","6,958,587.70",-27.496347,152.980409,TARINGA,Regular with seat,Y,Hard,Easy,Medium,12/04/2007 0:00
1687,303906,Rennie Street - 31,Central Av,Rennie St,"498,022.30","6,958,523.90",-27.496923,152.979978,INDOOROOPILLY,Regular,Y,Medium,Hard,Medium,18/04/2007 0:00
1688,303914,Rennie Street - 31,Central Av,Rennie St,"498,010.70","6,958,498.90",-27.497148,152.97986,INDOOROOPILLY,Regular with seat,Y,Medium,Hard,Hard,18/04/2007 0:00
1689,303905,Central Avenue - 30,Central Av,Clarence Rd,"497,926.60","6,958,635.80",-27.495912,152.979009,INDOOROOPILLY,Regular,Y,Easy,Hard,Easy,18/04/2007 0:00
1693,303907,Newcross Street - 32,Central Av,Newcross St,"497,986.50","6,958,347.50",-27.498515,152.979615,INDOOROOPILLY,Regular,N,Medium,Hard,Hard,18/04/2007 0:00
1694,303909,Holy Family - 33,Central Av,Cecil St,"497,915.80","6,958,131.50",-27.500465,152.978899,INDOOROOPILLY,Intermediate,Y,Easy,Medium,Hard,20/12/2010 0:00
1695,303913,Holy Family - 33,Central Av,Ward St,"497,914.70","6,958,166.60",-27.500148,152.978888,INDOOROOPILLY,Intermediate,Y,Hard,Easy,Easy,28/06/2011 0:00
1696,303912,Forest Lodge - 34,Central Av,Cecil St,"497,871.10","6,957,999.70",-27.501655,152.978446,INDOOROOPILLY,Intermediate,Y,Hard,Medium,Medium,18/04/2007 0:00
1697,303910,Forest Lodge - 34,Central Av,Cecil St,"497,874.40","6,957,939.60",-27.502197,152.978479,INDOOROOPILLY,Intermediate,N,Hard,Medium, ,18/04/2007 0:00
