HASTUS_ID,TRANSLINK_ID,DESCRIPTION,STREET_NAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT
6471,305726,Tryon  Mt Gravatt Capalaba Road - 61,Mt Gravatt Capalaba Rd,Dreda St,"508,252.70","6,951,633.30",-27.559107,153.083597,UPPER MOUNT GRAVATT,Intermediate,Y,,Easy,Hard,29/05/2007 0:00
6472,305926,Mascar Street - 81,Tryon St,Mascar St,"508,463.80","6,951,537.10",-27.559974,153.085736,UPPER MOUNT GRAVATT,Intermediate,N,,Easy,Easy,30/05/2007 0:00
6473,305924,Greenleaves Village - 79,Tryon St,Newnham Rd,"508,732.00","6,951,337.20",-27.561777,153.088454,UPPER MOUNT GRAVATT,Intermediate,Y,,Hard,Hard,28/11/2011 0:00
6476,305930,Delavan  Newnham Road - 78,Newnham Rd,Everett St,"508,809.30","6,951,536.40",-27.559978,153.089236,UPPER MOUNT GRAVATT,Intermediate,N,Medium, ,Hard,30/05/2007 0:00
6477,305931,Montreal Street - 77A,Newham Rd,Montreal St,"508,862.20","6,951,840.40",-27.557233,153.08977,UPPER MOUNT GRAVATT,Intermediate,Y,,Medium,Medium,29/07/2008 0:00
6478,305932,Montreal Street - 77A,Newnham Rd,Montreal St,"508,864.00","6,951,760.00",-27.557959,153.089789,UPPER MOUNT GRAVATT,Intermediate,N,,Hard,Easy,30/05/2007 0:00
6479,305970,Palmdale - 79C,Logan Rd,Marada St,"508,252.70","6,951,359.40",-27.561579,153.083599,UPPER MOUNT GRAVATT,Intermediate,Y,Hard,Easy,Medium,30/05/2007 0:00
6480,305983,Palmdale - 79C,Logan Rd,Kessels Rd,"508,242.60","6,951,331.30",-27.561833,153.083497,UPPER MOUNT GRAVATT,Intermediate,Y,Hard,Easy,Easy,30/05/2007 0:00
6482,305982,Marada Street - 79B,Logan Rd,Marada St,"508,465.40","6,951,186.10",-27.563143,153.085755,UPPER MOUNT GRAVATT,Intermediate,Y,,Easy,Easy,30/05/2007 0:00
6490,305929,Newnham Road - 79,Newnham Rd,Tryon St,"508,782.00","6,951,369.30",-27.561487,153.088961,UPPER MOUNT GRAVATT,Intermediate,N,Medium,Hard,Hard,30/05/2007 0:00
6493,306242,Multicap  Padstow Road,Padstow Rd,Logan Rd,"508,824.30","6,949,835.00",-27.575338,153.0894,EIGHT MILE PLAINS,District,Y,Medium,Medium,Easy,1/06/2007 0:00
6494,306259,Multicap  Padstow Road,Padstow Rd,Logan Rd,"508,892.90","6,949,794.30",-27.575705,153.090096,EIGHT MILE PLAINS,District,N,,Hard,Hard,1/06/2007 0:00
6503,300523,"Garden City interchange, platform M",Macgregor St,Westfield Garden City,"507,917.90","6,951,134.50",-27.563612,153.080209,MACGREGOR, , ,Medium, , ,22/03/2007 0:00
6507,300517,"Garden City interchange, platform I",Macgregor St,Westfield Garden City,"508,003.60","6,951,113.80",-27.563798,153.081077,UPPER MOUNT GRAVATT, , ,Medium, , ,22/03/2007 0:00
6508,300516,"Garden City interchange, platform H",Macgregor St,Westfield Garden City,"507,982.30","6,951,127.20",-27.563677,153.080861,UPPER MOUNT GRAVATT, , ,Medium, , ,22/03/2007 0:00
6509,300515,"Garden City interchange, platform G",Macgregor St,Westfield Garden City,"507,956.00","6,951,145.80",-27.563509,153.080595,UPPER MOUNT GRAVATT, , ,Easy, , ,22/03/2007 0:00
6510,300514,"Garden City interchange, platform F",Macgregor St,Westfield Garden City,"507,937.10","6,951,161.90",-27.563364,153.080403,UPPER MOUNT GRAVATT, , ,Easy, , ,22/03/2007 0:00
6511,300510,"Garden City interchange, platform E",Macgregor St,Westfield Garden City,"508,011.00","6,951,126.90",-27.56368,153.081152,UPPER MOUNT GRAVATT, , ,Medium, , ,30/04/2009 0:00
6512,300512,"Garden City interchange, platform D",Macgregor St,Westfield Garden City,"507,991.00","6,951,139.20",-27.563569,153.08095,UPPER MOUNT GRAVATT, , ,, , ,22/03/2007 0:00
6513,300513,"Garden City interchange, platform C",Macgregor St,Westfield Garden City,"507,965.10","6,951,157.20",-27.563407,153.080687,UPPER MOUNT GRAVATT, , ,, , ,22/03/2007 0:00
6514,300511,"Garden City interchange, platform B",Macgregor St,Westfield Garden City,"507,946.00","6,951,172.90",-27.563265,153.080493,UPPER MOUNT GRAVATT, , ,Medium, , ,22/03/2007 0:00
6516,305282,Crystal Street - 50,Cavendish Rd,Crystal St,"507,838.00","6,956,073.90",-27.51902,153.079368,HOLLAND PARK,Intermediate,N,,Easy,Medium,24/05/2007 0:00
6517,304978,Oates Avenue - 51,Cavendish Rd,Oates Av,"508,143.60","6,955,956.40",-27.520079,153.082463,HOLLAND PARK,Intermediate,N,Medium,Easy,Easy,23/05/2007 0:00
6520,305321,Carrara Shops - 52,Carrapa St,Olola St,"507,973.20","6,955,507.40",-27.524133,153.08074,MOUNT GRAVATT EAST,Regular with seat,Y,,Medium,Medium,1/11/2011 0:00
6521,,Mains Rd Park'n'Ride OB,OMEO ST, ,"506,589.30","6,951,729.20",-27.55825,153.066747,MACGREGOR,Intermediate, ,,Easy,Easy,
6523,305326,Carrara Shops - 52,Carrapa St,Olola St,"508,004.40","6,955,485.30",-27.524333,153.081056,MOUNT GRAVATT EAST,Intermediate,Y,Medium,Medium,Medium,1/11/2011 0:00
6528,304971,Pine Mountain  Cavendish Road,Cavendish Rd,Nursery Rd,"508,268.00","6,955,837.10",-27.521155,153.083723,HOLLAND PARK,Intermediate,Y,Medium,Easy,Medium,23/05/2007 0:00
6529,304977,Pine Mountain  Cavendish Road,Cavendish Rd,Nursery Rd,"508,253.80","6,955,832.00",-27.521201,153.08358,HOLLAND PARK,Intermediate,Y,Medium,Medium,Easy,23/05/2007 0:00
6530,304972,Coolong Street - 53,Cavendish Rd,Coolong St,"508,567.00","6,955,578.10",-27.523491,153.086753,MOUNT GRAVATT EAST,Intermediate,Y,Medium,Medium,Hard,31/07/2011 0:00
6531,304976,Coolong Street - 53,Cavendish Rd,Coolong St,"508,563.20","6,955,563.10",-27.523627,153.086715,MOUNT GRAVATT EAST,Intermediate,N,Medium,Medium,Hard,23/05/2007 0:00
6532,304973,Coolibah Street - 54,Cavendish Rd,Coolibah St,"508,764.90","6,955,387.90",-27.525207,153.088758,MOUNT GRAVATT EAST,Intermediate,N,Medium,Hard,Hard,23/05/2007 0:00
6533,304975,Coolibah Street - 54,Cavendish Rd,Camlet St,"508,766.50","6,955,361.60",-27.525445,153.088775,MOUNT GRAVATT EAST,Intermediate,N,Medium,Medium,Medium,23/05/2007 0:00
6538,305342,Dunbar Street - 54,Dunbar St,Boambillee St,"508,342.00","6,955,318.90",-27.525833,153.084476,MOUNT GRAVATT EAST,Regular with seat,Y,Easy,Hard,Hard,25/05/2007 0:00
6540,305325,Yarranabbe Street - 53,Carrapa St,Yarranabbe St,"508,136.80","6,955,481.30",-27.524368,153.082397,MOUNT GRAVATT EAST,Regular with seat,Y,Medium,Easy,Hard,25/05/2007 0:00
6541,305322,Yarranabbe Street - 53,Carrapa St,Ginahgulla St,"508,153.10","6,955,496.00",-27.524235,153.082562,MOUNT GRAVATT EAST,Regular with seat,Y,Medium,Easy,Hard,25/05/2007 0:00
6543,305675,Hibiscus  Klumpp Road,Klumpp Rd,Timor St,"507,138.90","6,952,443.90",-27.551795,153.07231,UPPER MOUNT GRAVATT,Intermediate,Y,Medium,Easy,Hard,17/09/2011 0:00
6544,305144,Mt Gravatt Cemetery  University Road,University Rd,Don Young Rd,"506,384.10","6,952,556.00",-27.550787,153.064664,NATHAN,Intermediate,Y,Hard,Medium,Easy,17/09/2011 0:00
6545,305143,Mt Gravatt Cemetery  University Road,University Rd,Don Young Rd,"506,386.80","6,952,570.50",-27.550656,153.064691,NATHAN,Intermediate,Y,Medium,Easy,Easy,17/09/2011 0:00
6548,,Hibiscus IB, , ,"507,143.00","6,952,429.00",-27.551929,153.072352,UPPER MOUNT GRAVATT,Intermediate, ,Medium,Easy,Easy,
6551,300429,Sobers Street - 78,Meckiff St,Sobers St,"507,277.20","6,951,780.80",-27.557781,153.073715,UPPER MOUNT GRAVATT,Regular,N,Medium,Medium,Easy,21/03/2007 0:00
6552,300505,Sobers Street - 78,Meckiff St,Sobers St,"507,233.90","6,951,852.60",-27.557133,153.073276,UPPER MOUNT GRAVATT,Regular,Y,Medium,Easy,Hard,22/03/2007 0:00
6554,300427,Bolger Street - 80,Nagle St,Bolger St,"507,614.60","6,951,706.40",-27.55845,153.077133,UPPER MOUNT GRAVATT,Regular,N,Medium, , ,21/03/2007 0:00
6555,300509,Pickworth Street - 81,Nagle St,Sarazen St,"507,699.50","6,951,568.40",-27.559696,153.077994,UPPER MOUNT GRAVATT,Regular,N,Medium, , ,22/03/2007 0:00
6562,305952,Mannetto Street - 83,Mannetto St,Matincock St,"509,747.40","6,951,811.40",-27.557489,153.098737,WISHART,Regular with seat,N,,Easy,Hard,30/05/2007 0:00
6563,305963,Gilgo Street - 82,Mannetto St,Gilgo St,"509,937.70","6,951,765.40",-27.557903,153.100665,WISHART,Intermediate,Y,Medium,Medium,Medium,17/09/2011 0:00
6568,305954,Greenwood Street - 81,Greenwood St,Kavanagh Rd,"510,048.80","6,951,846.80",-27.557167,153.101789,WISHART,Regular,Y,Medium,Easy,Hard,19/06/2009 0:00
6569,305962,Greenwood Street - 81,Greenwood St,Kavanagh Rd,"510,056.20","6,951,816.70",-27.557439,153.101865,WISHART,Regular,Y,Medium,Easy,Medium,19/06/2009 0:00
6572,305717,Agaton  Mt Gravatt Capalaba Road,Mt Gravatt Capalaba Rd,Agaton St,"509,633.70","6,952,095.60",-27.554924,153.097583,WISHART,Intermediate,Y,Medium,Medium,Hard,29/05/2007 0:00
6576,305719,Ham Road South  Mt Gravatt Capalaba Road,Mt Gravatt Capalaba Rd,Ham Rd,"510,084.70","6,952,293.00",-27.553139,153.102149,WISHART,Intermediate,Y,,Easy,Easy,29/05/2007 0:00
6577,305721,Wishart East  Mt Gravatt Capalaba Road,Mt Gravatt Capalaba Rd,Redpath St,"510,772.80","6,952,838.00",-27.548213,153.109114,WISHART,Intermediate,Y,Medium,Easy,Medium,29/05/2007 0:00
6578,305720,Wishart East  Mt Gravatt Capalaba Road,Mt Gravatt Capalaba Rd,Redpath St,"510,703.60","6,952,816.60",-27.548407,153.108414,WISHART,Intermediate,Y,Medium,Easy,Easy,29/05/2007 0:00
6582,305682,Mansfield Park  Broadwater Road,Broadwater Rd,Justice St,"510,805.70","6,953,061.30",-27.546197,153.109445,MANSFIELD,Intermediate,N,Medium,Medium,Hard,29/05/2007 0:00
6583,305681,Mansfield Park  Broadwater Road,Broadwater Rd,Justice St,"510,853.60","6,953,069.20",-27.546125,153.109931,MANSFIELD,Intermediate,N,Medium,Hard,Easy,29/05/2007 0:00
6584,305629,Toulon Street - 76,Ham Rd,Broadwater Rd,"510,329.70","6,953,084.50",-27.545991,153.104624,WISHART,Regular,N,Medium,Hard,Medium,28/05/2007 0:00
6586,305632,Adnar Street - 77,Ham Rd,Adnar St,"510,273.50","6,952,820.90",-27.548371,153.104057,WISHART,Intermediate,N,,Easy,Medium,28/05/2007 0:00
6587,305633,Adnar Street - 77,Ham Rd,Adnar St,"510,283.60","6,952,808.90",-27.54848,153.10416,WISHART,Regular,Y,Medium,Easy,Hard,28/05/2007 0:00
6588,305630,Koola Street - 78,Ham Rd,Koola St,"510,232.00","6,952,499.50",-27.551273,153.10364,WISHART,Intermediate,N,Medium,Medium,Hard,28/05/2007 0:00
6589,305631,Koola Street - 78,Ham Rd,Erindale Cl,"510,225.80","6,952,540.80",-27.5509,153.103576,WISHART,Intermediate,Y,,Easy,Medium,28/05/2007 0:00
6590,305634,Wishart Rd - 77,Wishart Rd,Hibiscus Cl,"510,110.70","6,952,769.00",-27.548841,153.102409,WISHART,Intermediate,Y,Medium,Easy,Easy,28/05/2007 0:00
6595,306429,Mount Petrie State School,Mt Gravatt Capalaba Rd,Goldsmith St,"512,289.50","6,953,011.20",-27.546637,153.124475,MACKENZIE,Intermediate,N,Hard,Medium,Easy,21/04/2008 0:00
6600,303325,Kailua  Kailua Street,Kailua St,Tangy St,"492,304.60","6,957,117.50",-27.509599,152.922083,BROOKFIELD,Intermediate,N,Medium,Medium,Easy,5/04/2007 0:00
6602,305979,Garden City Depot  MacGregor Street,MacGregor St,Logan Rd,"508,434.10","6,950,842.40",-27.566246,153.08544,UPPER MOUNT GRAVATT,Intermediate,N,,Medium,Easy,30/05/2007 0:00
6603,305981,Garden City Depot ,MacGregor St,Logan Rd,"508,434.80","6,950,854.40",-27.566137,153.085447,UPPER MOUNT GRAVATT,Intermediate,Y,,Easy,Hard,27/03/2011 0:00
10001,301640,Golf Course - 32/35,Nudgee Rd,Queens Rd,"509,714.30","6,972,276.80",-27.372728,153.098237,NUDGEE,Regular,N,,Easy,Hard,7/05/2007 0:00
10002,301649,Golf Course - 35-32,Nudgee Rd,Queens Rd,"509,732.00","6,972,270.20",-27.372787,153.098416,NUDGEE,Regular with seat,Y,Easy,Easy,Hard,26/11/2010 0:00
10003,301443,Approach Road - 31,Approach Rd,Mellifont St,"508,937.60","6,971,182.60",-27.382612,153.090391,BANYO,Regular with seat,Y,Medium, , ,1/05/2007 0:00
10006,302274,Farrant Street,Redwood St,Farrant St,"500,730.40","6,968,972.60",-27.402593,153.007388,STAFFORD HEIGHTS,Regular,Y,,Hard,Hard,4/04/2007 0:00
10007,301488,St Vincents - 19,Ridge St,St Vincents Rd,"506,175.60","6,970,817.40",-27.385924,153.062459,NORTHGATE,Regular,Y,, ,Hard,30/03/2012 0:00
10008,301487,Scott Street - 18,Ridge St,Scott St,"506,293.00","6,970,661.80",-27.387328,153.063647,NORTHGATE,Regular,N,,Easy,Easy,2/05/2007 0:00
10009,301515,Scott Street - 18,Ridge St,Scott St,"506,265.40","6,970,718.60",-27.386816,153.063368,NORTHGATE,Regular with seat,N,, , ,2/05/2007 0:00
10010,301489,St Vincents - 19,St Vincents Rd,Ridge St,"506,111.60","6,970,846.30",-27.385663,153.061812,VIRGINIA,Regular with seat,Y,Medium,Hard,Hard,28/06/2011 0:00
10013,300060,Nundah  Sandgate Road,Sandgate Rd,Bridge St,"505,848.50","6,969,372.30",-27.398972,153.059158,NUNDAH,Intermediate,Y,Medium,Easy,Easy,9/03/2007 0:00
10014,300708,Bellwood Street - 54A,Bellwood St,Glen Ross Rd,"494,660.40","6,952,169.20",-27.554283,152.945914,SINNAMON PARK,Intermediate,Y,Medium,Medium,Hard,26/03/2007 0:00
10015,300709,Bellwood Street - 54A,Bellwood St,Glen Ross Rd,"494,647.80","6,952,178.60",-27.554198,152.945786,SINNAMON PARK,Regular,Y,,Medium,Easy,26/03/2007 0:00
10018,301164,Dorville North  Dorville Road,Dorville Rd,Matisse St,"502,231.70","6,975,291.80",-27.345541,153.022563,CARSELDINE,Intermediate,Y,Medium,Hard,Easy,26/04/2007 0:00
10022,303293,Windermere  Sinnamon Road,Sinnamon Rd,Amazons Pl,"494,996.30","6,954,558.50",-27.532714,152.949326,SINNAMON PARK,Intermediate,N,Hard,Medium,Medium,4/04/2007 0:00
10023,303524,Norman Street  Kenmore Road,Kenmore Rd,Robertson Pl,"495,061.00","6,955,478.10",-27.524412,152.949985,FIG TREE POCKET,Intermediate,Y,,Hard,Easy,28/06/2011 0:00
10028,302403,Taylors Road,Taylors Rd,Mitcham St,"497,960.20","6,967,296.20",-27.417726,152.979364,GAYTHORNE,Regular,Y,Medium,Medium,Easy,20/01/2011 0:00
10031,307267,Hamilton-Trouts - 46,Hamilton Rd,Trouts Rd,"500,108.80","6,971,323.50",-27.381369,153.0011,CHERMSIDE WEST,Intermediate,Y,,Medium,Easy,28/07/2008 0:00
10037,300724,Avondale - Glen Ross - 61,Avondale Rd,Lovell Ct,"494,413.90","6,952,936.80",-27.547352,152.943421,SINNAMON PARK,Regular with seat,Y,Medium,Medium,Hard,26/03/2007 0:00
10038,300725,Avondale - Northbrook - 60,Avondale Rd,Blyde St,"494,568.20","6,953,169.70",-27.54525,152.944985,SINNAMON PARK,Regular,Y,,Medium,Medium,19/11/2010 0:00
10042,305023,Sharon Street - 41,Tarrangindi Rd,Sharon St,"503,168.00","6,953,522.90",-27.542069,153.032086,SALISBURY,Regular,N,Hard, , ,24/05/2007 0:00
10044,305015,Sharon Street - 41,Tarrangindi Rd,Sharon St,"503,182.90","6,953,527.20",-27.54203,153.032237,SALISBURY,Regular,N,, , ,24/05/2007 0:00
10046,303278,Wanata Street - 54,Glen Ross Rd,Radcliffe St,"494,405.90","6,952,754.30",-27.549,152.943339,SINNAMON PARK,Regular,N,Medium,Easy,Hard,4/04/2007 0:00
10047,300464,Blunder - Inala - 60A,Blunder Rd,Rosella St,"498,801.20","6,947,244.00",-27.598757,152.987852,DURACK,Intermediate,Y,Medium,Medium,Easy,21/03/2007 0:00
10049,300525,Wallaroo Way - 61,Wallaroo Wy,Brushtail Cr,"498,532.30","6,946,395.00",-27.606422,152.985126,DOOLANDELLA,Intermediate,Y,Medium,Easy,Easy,20/02/2011 0:00
10050,300466,Doolandella North - 61A,Blunder Rd,Wallaroo Wy,"498,791.00","6,946,453.40",-27.605895,152.987748,DOOLANDELLA,Regular with seat,Y,Hard,Easy,Medium,20/03/2010 0:00
10053,300672,Rosemary - Fir - 73,Rosemary St,Delorme St,"497,516.60","6,949,181.30",-27.581266,152.974839,INALA,Intermediate,Y,,Medium,Medium,27/03/2011 0:00
10054,300673,Rosemary - Holly - 74,Rosemary St,Holly St,"497,593.00","6,948,822.60",-27.584504,152.975612,INALA,Regular with seat,Y,Medium,Hard,Medium,20/12/2010 0:00
10055,300674,Inala School - 75,Rosemary St,Biota St,"497,625.10","6,948,672.00",-27.585864,152.975937,INALA,Premium,Y,Medium,Hard,Easy,27/03/2011 0:00
10056,301836,Yarradale Street - 2A,Raymont Rd,Southerden Av,"500,786.60","6,966,507.90",-27.424844,153.007958,GRANGE,Intermediate,Y,Hard,Hard,Hard,21/03/2007 0:00
10059,301946,Gympie Road - 42,Gympie Rd,Albany Creek Rd,"501,678.60","6,973,007.00",-27.366169,153.016974,ASPLEY,Intermediate,Y,Hard,Easy,Medium,27/03/2007 0:00
10060,301947,Aspley  Gympie Road,Gympie Rd,Gayford St,"501,677.20","6,973,426.00",-27.362386,153.016959,ASPLEY,Intermediate,Y,,Hard,Medium,27/03/2007 0:00
10062,301927,Brickfield Street - 45,Gympie Rd,Zillmere Rd,"501,658.30","6,973,923.00",-27.357899,153.016768,ASPLEY,Regular with seat,Y,Medium,Easy,Hard,27/03/2007 0:00
10064,301928,Brickfield Street - 45/44,Gympie Rd,Zillmere Rd,"501,685.90","6,973,813.90",-27.358884,153.017047,ASPLEY,Intermediate,N,,Easy,Medium,27/03/2007 0:00
10065,305014,Davey Street - 40,Tarrangindi Rd,Sharon St,"503,125.80","6,953,622.20",-27.541173,153.031658,MOOROOKA,Regular,N,Easy,Hard, ,24/05/2007 0:00
10066,301929,Aspley Shops - 43,Gympie Rd,Windrest Av,"501,712.50","6,973,497.00",-27.361745,153.017316,ASPLEY,Intermediate,Y,Medium,Medium,Easy,30/03/2012 0:00
10067,301930,Aspley  Gympie Road,Gympie Rd,Robinson Rd,"501,712.60","6,973,415.00",-27.362485,153.017317,ASPLEY,Regular with seat,N,Hard,Easy,Easy,27/03/2007 0:00
10072,300749,Idriess Street,Englefield Rd,Idriess St,"497,523.40","6,951,797.90",-27.557644,152.974913,OXLEY,Regular with seat,Y,Medium,Medium,Easy,19/11/2010 0:00
10075,302971,Dowse Street - 5,Dowse St,Charlotte St,"500,905.10","6,962,484.60",-27.461167,153.00916,PADDINGTON,Regular,N,Medium,Easy,Easy,18/04/2007 0:00
10076,302970,Dowse Street - 5,Dowse St,Charlotte St,"500,915.20","6,962,472.30",-27.461278,153.009262,PADDINGTON,Regular,Y,,Easy,Easy,18/04/2007 0:00
10077,302073,Newmarket  - 20,Enoggera Rd,Newmarket Rd,"500,717.60","6,965,087.60",-27.437667,153.007261,NEWMARKET,Intermediate,Y,,Easy,Easy,29/03/2007 0:00
10079,304257,Mollison Street - 5,Mollison St,Boundary St,"501,178.00","6,960,724.70",-27.477055,153.011924,SOUTH BRISBANE,Regular with seat,Y,,Easy,Easy,28/06/2011 0:00
10082,302406,Enoggera Interchange - Platform B1,Glenalva Tce,Wardell St,"499,196.30","6,967,009.70",-27.420314,152.991869,ENOGGERA, , ,, , ,10/04/2007 0:00
10083,302407,Enoggera Interchange - Platform C,Glenalva Tce,Wardell St,"499,232.00","6,966,992.10",-27.420473,152.99223,ENOGGERA, , ,, , ,10/04/2007 0:00
10089,304271,Brisbane State High - 3,Ernest St,Merivale St,"501,942.70","6,960,347.30",-27.480461,153.019665,SOUTH BRISBANE,Regular with seat,Y,Medium,Easy,Medium,28/11/2011 0:00
10090,301891,Bangalow Street  Albany Creek Road,Albany Creek Rd,Trouts Rd,"500,260.00","6,973,718.40",-27.359747,153.002629,ASPLEY,Intermediate,Y,Medium,Easy,Easy,19/11/2010 0:00
10093,300747,Englefield West,Englefield Rd,Douglas St,"497,029.70","6,951,686.90",-27.558645,152.969912,OXLEY,Regular,Y,Medium,Hard,Medium,20/03/2010 0:00
10098,304387,Wynnum North S.S. - 10/5,Tingal Rd,Uplands Tce,"516,437.10","6,965,392.00",-27.43482,153.166316,WYNNUM,Regular,Y,,Hard,Easy,14/05/2007 0:00
10100,301361,Unmack Street - 50,Hamilton Rd,Unmack St,"504,096.80","6,970,638.90",-27.387543,153.041435,CHERMSIDE,Regular,Y,Medium,Hard,Hard,30/04/2007 0:00
10101,302586,Everton Junction  Old Northern Road,Old Northern Rd,Drake St,"498,633.20","6,969,292.30",-27.399706,152.986175,EVERTON PARK,Intermediate,N,Medium,Hard,Easy,12/04/2007 0:00
10103,301656,Chermside (Hamilton Road)  Hamilton Road,Hamilton Rd,Thomas St,"503,126.40","6,970,803.70",-27.386058,153.03162,CHERMSIDE,Intermediate,Y,Easy,Easy,Easy,10/05/2007 0:00
10104,301298,Corrie Street  Hamilton Road,Hamilton Rd,Corrie St,"503,844.90","6,970,694.60",-27.387041,153.038887,CHERMSIDE,Regular with seat,Y,Medium,Medium,Medium,19/06/2009 0:00
10106,300883,Nudgee Road - 29,Nudgee Rd,Allen St,"507,003.40","6,965,200.00",-27.436634,153.070864,HAMILTON,Regular with seat,N,Medium,Hard, ,20/04/2007 0:00
10107,302465,Osborne North - 51,Osborne Rd,Pullen Rd,"497,940.90","6,968,963.90",-27.40267,152.979171,EVERTON PARK,Intermediate,Y,Easy,Easy,Hard,10/04/2007 0:00
10108,304502,Curtis Street - 71,Whites Rd,Raeburn St,"517,546.20","6,962,576.40",-27.460225,153.177578,MANLY WEST,Regular with seat,Y,Hard,Hard,Easy,15/05/2007 0:00
10109,304529,Curtis Street - 71,Whites Rd,Curtis St,"517,576.50","6,962,527.50",-27.460666,153.177886,MANLY WEST,Intermediate,Y,Hard,Hard,Medium,15/06/2012 0:00
10110,304503,Gannon Avenue - 72,Whites Rd,Gannon Av,"517,690.60","6,962,435.80",-27.461492,153.179042,MANLY WEST,Regular,Y,,Easy,Easy,15/05/2007 0:00
10111,304527,Manly Gardens - 73,Whites Rd,Manly Gardens Retirement Villa,"517,833.00","6,962,202.00",-27.463601,153.180486,MANLY WEST,Intermediate,Y,Easy,Easy, ,15/05/2007 0:00
10112,304504,Manly Gardens - 73,Whites Rd,Manly Gardens Retirement Villa,"517,843.50","6,962,213.40",-27.463498,153.180593,MANLY WEST,Intermediate,Y,Medium,Medium,Hard,15/05/2007 0:00
10114,304505,Wynnum Hospital - 74,Whites Rd,Wynnum Hospital,"517,892.80","6,962,090.20",-27.46461,153.181093,LOTA,Intermediate,N,Easy,Hard,Hard,15/05/2007 0:00
10115,304526,Wynnum Hospital - 74,Whites Rd,Muriel Av,"517,888.80","6,962,061.70",-27.464867,153.181053,MANLY WEST,Intermediate,Y,Easy,Medium,Easy,15/05/2007 0:00
10116,304506,Hindes Street - 75,Whites Rd,Hindes St,"517,967.10","6,961,901.30",-27.466314,153.181848,LOTA,Regular,Y,Easy,Medium,Medium,19/06/2009 0:00
10117,304525,Hindes Street - 75,Whites Rd,Hindes St,"517,960.70","6,961,879.50",-27.466511,153.181784,LOTA,Regular,Y,, ,Medium,15/05/2007 0:00
10118,305925,Centre Tryon Street - 80,Tryon St,Newnham Rd,"508,576.10","6,951,453.30",-27.56073,153.086874,UPPER MOUNT GRAVATT,Regular,Y,,Medium,Medium,19/06/2009 0:00
10119,301887,Bangalow Street  Albany Creek Road,Albany Creek Rd,Trouts Rd,"500,254.30","6,973,750.20",-27.35946,153.002571,BRIDGEMAN DOWNS,Intermediate,N,Medium,Easy,Medium,26/03/2007 0:00
10120,304461,Andrew Street - 100,Andrew St,Ronald St,"516,815.80","6,964,174.80",-27.445804,153.170164,WYNNUM,Intermediate,Y,,Easy,Medium,15/05/2007 0:00
10122,304786,Fursden Road - 47,Creek Rd,Fursedn Rd,"509,772.60","6,959,760.30",-27.485727,153.098928,CARINA,Intermediate,Y,Medium,Medium,Easy,22/05/2007 0:00
10123,304787,Carindale Tennis Centre - 46,Creek Rd,Robbies Av,"509,889.60","6,959,534.40",-27.487765,153.100114,CARINA,Intermediate,Y,,Easy,Easy,22/05/2007 0:00
10125,304757,Pembroke Street - 42,Stanley Rd,Pembroke St,"509,168.50","6,959,410.20",-27.488892,153.092815,CARINA,Intermediate,Y,Easy, ,Easy,22/05/2007 0:00
10126,304744,Pembroke Street - 42,Stanley Rd,Pembroke St,"509,197.90","6,959,419.70",-27.488806,153.093113,CARINA,Intermediate,Y,Medium,Easy,Medium,21/05/2007 0:00
10127,300756,Douglas St Central,Douglas St,Ingham St,"497,073.30","6,951,230.90",-27.562761,152.970352,OXLEY,Regular with seat,Y,Medium,Easy,Easy,19/11/2010 0:00
10128,300745,Douglas St Central,Douglas St,Valance St,"497,082.00","6,951,126.30",-27.563706,152.97044,OXLEY,Intermediate,Y,,Medium,Easy,26/03/2007 0:00
10129,300757,Douglas St South,Douglas St,Blivest St,"497,137.40","6,950,939.60",-27.565391,152.971001,OXLEY,Regular with seat,Y,Hard,Easy,Easy,19/11/2010 0:00
10130,302155,Caithness Street,Strathmore St,Caithness St,"502,986.40","6,968,832.20",-27.403857,153.030209,KEDRON,Regular,N,,Hard, ,3/04/2007 0:00
10131,300744,Douglas St South,Douglas St,Blivest St,"497,122.50","6,950,942.20",-27.565368,152.97085,OXLEY,Regular with seat,Y,,Medium,Hard,19/11/2010 0:00
10132,303998,Park-Crichton - 27,Crichton St,Park Rd,"501,823.20","6,955,550.60",-27.523766,153.018463,YEERONGPILLY,Intermediate,N,,Hard,Hard,19/04/2007 0:00
10133,303896,Stamford Road - 22/23,Moggill Rd,Stamford Rd,"497,470.70","6,958,469.00",-27.497417,152.974393,INDOOROOPILLY,Intermediate,Y,Medium,Easy,Hard,18/04/2007 0:00
10135,305024,Davey Street - 40,Tarrangindi Rd,Sharon St,"503,109.30","6,953,610.70",-27.541276,153.031491,SALISBURY,Intermediate,Y,Medium,Easy,Easy,15/06/2012 0:00
10136,304738,Arrol Street - 37,Stanley Rd,The Promenade,"508,134.50","6,959,589.40",-27.48728,153.082346,CAMP HILL,Intermediate,Y,,Hard,Hard,21/05/2007 0:00
10142,305778,Harrison Street - 40C,Harrison St,McConnell St,"505,935.80","6,964,419.40",-27.443687,153.060065,BULIMBA,Regular with seat,N,Medium,Easy,Easy,29/05/2007 0:00
